Node 1,weight 1,Node 2,weight 2,Node 3,weight 3,Node 4,weight 4,Node 5,weight 5,Node 6,weight 6,Node 7,weight 7,Node 8,weight 8,Node 9,weight 9,Node 10,weight 10,Node 11,weight 11,Node 12,weight 12,Node 13,weight 13,Node 14,weight 14,Node 15,weight 15,Node 16,weight 16,Node 17,weight 17,Node 18,weight 18,Node 19,weight 19,Node 20,weight 20,Node 21,weight 21,Node 22,weight 22,Node 23,weight 23,Node 24,weight 24,Node 25,weight 25,Node 26,weight 26,Node 27,weight 27,Node 28,weight 28,Node 29,weight 29,Node 30,weight 30,Node 31,weight 31,Node 32,weight 32,Node 33,weight 33,Node 34,weight 34,Node 35,weight 35,Node 36,weight 36,Node 37,weight 37,Node 38,weight 38,Node 39,weight 39,Node 40,weight 40,Node 41,weight 41,Node 42,weight 42,Node 43,weight 43,Node 44,weight 44,Node 45,weight 45,Node 46,weight 46,Node 47,weight 47,Node 48,weight 48,Node 49,weight 49,Node 50,weight 50
PA5523,-0.45689117,PA4570,-0.35934213,nirJ,-0.47134125,PA0072,-0.35081027,PA1029,-0.48157167,PA2780,-0.37740561,PA0921,-0.41642884,PA0613,-0.43909998,,,PA0131,-0.387824,fpvA,-0.3422774,PA1541,-0.4655638,pscC,-0.34080452,rpoS,-0.36919809,PA1869,-0.3646715,PA1914,-0.4044607,PA1662,-0.40428888,PA0050,-0.38865579,PA0848,-0.3468831,cdhB,-0.44998794,PA4896,-0.38696315,plcR,-0.34379505,PA3377,-0.40641108,oprE,-0.5434726,PA0646,-0.46208558,oprB,-0.44676778,mltB1,-0.39695994,PA5464,-0.646578,PA2945,-0.40359797,PA5115,-0.45980308,PA5467,-0.44489836,PA3577,-0.43053507,PA1117,-0.38639102,PA2372,-0.44220108,PA0979,-0.43638695,PA4070,-0.49079416,PA2555,-0.33773902,PA0842,-0.3714038,PA0047,-0.38380029,PA5444,-0.50599798,PA2031,-0.4416352,PA5087,-0.3586739,fliI,-0.35667056,PA1216,-0.47289861,PA1545,-0.39474616,PA3616,-0.30440315,PA2405,-0.44760411,PA1605,-0.3525249,PA0596,-0.33692235,PA1541,-0.46148492
PA3144,-0.45723581,PA0618,-0.35936394,PA3309,-0.47244482,PA2793,-0.35379524,modC,-0.48451037,dctA,-0.37942624,PA3379,-0.41680312,hutH,-0.43967702,,,oprE,-0.38800764,pvdN,-0.3424672,leuD,-0.46688741,PA3449,-0.34114825,PA2753,-0.36989808,PA0730,-0.3651023,PA4875,-0.40496086,pvdG,-0.40644028,PA2111,-0.39136871,PA4912,-0.34739784,PA4709,-0.4525387,PA3404,-0.3905789,phnC,-0.34440686,PA1790,-0.40878191,PA0201,-0.54377618,PA3298,-0.46372621,ilvD,-0.44803678,PA3298,-0.39886719,PA2551,-0.64742665,PA2840,-0.40408756,pscJ,-0.459836,PA0736,-0.44773884,rbsB,-0.4322648,glpQ,-0.39034288,ackA,-0.44354316,fepB,-0.44163355,PA1605,-0.50317692,rocA1,-0.33839025,PA4317,-0.373859,hasAp,-0.38385458,PA3578,-0.51013958,PA0084,-0.44339104,wzz,-0.36335381,cysG,-0.35781819,glnA,-0.47615881,PA4738,-0.39588125,pqsA,-0.3045698,arnF,-0.45046246,pcaF,-0.35307639,irlR,-0.33776878,PA4060,-0.46408551
PA0747,-0.45751619,PA4983,-0.35984528,PA4431,-0.4742115,pqsD,-0.35420959,PA4539,-0.48466632,rplS,-0.38067668,PA1020,-0.41682653,PA2901,-0.44332882,,,nirN,-0.38838969,PA2384,-0.34288627,aprA,-0.4695046,exsA,-0.34166293,PA1597,-0.37144407,PA0078,-0.36560497,PA4929,-0.40830416,oprH,-0.4069516,wbpG,-0.39166751,pqsE,-0.34756495,hasAp,-0.45320703,arnD,-0.39190139,PA0440,-0.34533757,capB,-0.41120487,PA3336,-0.54398027,PA3142,-0.46392091,wzt,-0.44807936,PA0635,-0.3997414,PA5158,-0.64754916,PA3047,-0.40412985,bfiR,-0.46535895,PA3314,-0.45311075,nosD,-0.43596509,PA3954,-0.3906992,flp,-0.44553052,PA5480,-0.4417798,PA1471,-0.50417495,PA4630,-0.33920575,pstA,-0.37470999,plcB,-0.38744684,PA2139,-0.51291865,PA4077,-0.44700249,atpI,-0.36520951,infB,-0.35864994,PA2226,-0.48312504,hutU,-0.39888145,cobQ,-0.30478174,wbpG,-0.45121584,PA3514,-0.35351746,PA0387,-0.33794839,kup,-0.4694114
PA0744,-0.45822792,gcvP2,-0.36000121,cysD,-0.47564524,pagL,-0.35439666,PA1958,-0.48669684,pscE,-0.38176105,PA0641,-0.4190739,PA3369,-0.44416882,,,gabP,-0.389081,PA3236,-0.34296313,spuA,-0.46966385,PA3378,-0.34281643,PA5006,-0.37145133,exsA,-0.36752722,PA4650,-0.4092542,mmsA,-0.40780888,PA2882,-0.393457,PA1763,-0.35003187,PA0532,-0.45392627,PA3768,-0.39314468,PA1221,-0.3457484,PA3381,-0.41156073,phzE2,-0.54429236,rsaL,-0.46544361,mifS,-0.45039551,PA0633,-0.39997538,PA1103,-0.65588829,hemO,-0.40427544,pscB,-0.46667521,PA3386,-0.45440006,PA3412,-0.43658632,PA3937,-0.39183932,PA0635,-0.44852116,PA2034,-0.4420075,PA4219,-0.50533178,pslA,-0.33968216,PA3140,-0.37513969,cyoB,-0.38977645,PA0513,-0.51323206,PA0621,-0.4487651,PA1090,-0.36528887,PA4322,-0.35938359,phzD2,-0.48318051,hcp1,-0.40091756,pra,-0.30517122,PA5088,-0.45202158,PA1974,-0.35389203,PA3689,-0.33853175,PA5211,-0.46965579
hutH,-0.46043011,PA0628,-0.36085247,bdhA,-0.47781897,PA4505,-0.3548344,PA0258,-0.48752133,PA2783,-0.38196716,PA1023,-0.42182651,dhcA,-0.44447777,,,lipA,-0.38997872,popD,-0.34578299,PA4577,-0.46997407,pscH,-0.34332123,PA5481,-0.37245584,PA1970,-0.36910424,PA4347,-0.41079085,PA3908,-0.40923329,phhC,-0.39592502,PA4023,-0.35149389,PA5099,-0.45695671,PA4068,-0.39358524,glpK,-0.34795762,PA1970,-0.41313543,PA3335,-0.55056248,PA2218,-0.46567071,PA3518,-0.45154282,PA5089,-0.40179678,pvcD,-0.65590113,PA4467,-0.40674144,PA1833,-0.47763657,PA0251,-0.45461837,lasB,-0.43808895,tonB2,-0.391963,lecB,-0.44929881,iscR,-0.44306354,fptA,-0.50769586,PA2182,-0.34069542,rpmI,-0.37544792,PA1897,-0.39060663,PA4657,-0.52668335,PA5403,-0.45338692,PA5509,-0.36591061,phoP,-0.36157811,PA1369,-0.48823754,pyoS5,-0.40199864,PA3379,-0.30528461,PA1216,-0.45276955,murC,-0.35418241,PA3225,-0.33893393,PA4630,-0.47041845
PA5106,-0.46295127,gcvT2,-0.36124763,PA3446,-0.47802368,PA1217,-0.35533724,PA2669,-0.48815919,PA0087,-0.38259134,PA0614,-0.42270825,pqqB,-0.45004181,,,PA5088,-0.3909,gcd,-0.34655933,rmf,-0.4724337,gltP,-0.34471986,PA4139,-0.37302976,PA2538,-0.36924584,PA0784,-0.41619038,amiE,-0.41066465,PA3883,-0.40168484,PA4583,-0.35153819,PA0061,-0.46020502,PA1302,-0.39363475,PA4365,-0.3482071,PA1673,-0.41551073,PA3334,-0.55214111,iscU,-0.46784252,PA2929,-0.45198482,PA1888,-0.40235366,PA0818,-0.65653742,PA1300,-0.40725019,PA0979,-0.47805666,PA4485,-0.45478404,PA3432,-0.44350477,PA3380,-0.39245089,moeA2,-0.45334555,pchA,-0.44382772,pchR,-0.50840541,PA0830,-0.34192126,birA,-0.37724633,pscL,-0.39134294,PA3920,-0.52832138,PA1012,-0.45860977,PA5460,-0.36830462,PA0047,-0.3619337,metY,-0.49379631,nuh,-0.40236595,pelA,-0.30538582,PA4881,-0.45283728,PA1981,-0.35468031,PA1746,-0.33964282,amiA,-0.47128127
PA5522,-0.46640183,PA0625,-0.36206619,PA5544,-0.47873997,nuoM,-0.35581829,PA3956,-0.48974086,PA3601,-0.38292692,phoQ,-0.42434903,PA1507,-0.45021882,,,PA4738,-0.39200374,exsB,-0.34786381,cysD,-0.47406137,PA3842,-0.34487488,PA0039,-0.37359514,PA3519,-0.37225439,PA0847,-0.41665539,PA1134,-0.41143857,PA2372,-0.40604714,PA1190,-0.35298499,PA3945,-0.46026354,PA0471,-0.3949576,PA1906,-0.34873213,PA1134,-0.41559946,PA4191,-0.55251731,wbpD,-0.46842041,trpB,-0.45608243,PA0254,-0.40342616,PA0101,-0.65719505,sodM,-0.4091776,PA5435,-0.48843023,PA5433,-0.45535074,ccoP2,-0.44441998,PA2635,-0.39252825,PA0329,-0.45390699,narX,-0.44536261,pchG,-0.51954052,PA4094,-0.34332132,atpB,-0.37825499,chpB,-0.39187783,mucA,-0.53386998,PA1856,-0.45869142,PA0422,-0.36890817,PA4576,-0.36272329,PA2224,-0.49680765,pstS,-0.40306884,PA4913,-0.30625118,phzG2,-0.45436706,PA0738,-0.35744286,PA4674,-0.34055102,PA1057,-0.47476963
braD,-0.46642563,PA5099,-0.36235092,PA0918,-0.47898892,PA2187,-0.35799246,PA5430,-0.4925142,PA5536,-0.38385443,PA0908,-0.4265081,pqqC,-0.45031526,,,braE,-0.39200625,PA2504,-0.34819242,PA5482,-0.47820574,PA3218,-0.34776054,aer,-0.37397218,PA2536,-0.37279277,PA0572,-0.42073715,PA0048,-0.41499192,liuA,-0.40677438,PA2114,-0.35411705,PA4033,-0.46075204,alc,-0.39714674,PA4364,-0.34948063,PA1051,-0.41641429,pqsB,-0.55589306,PA2795,-0.47809038,edd,-0.46291248,PA2101,-0.4075231,PA4873,-0.66012766,PA3600,-0.41401931,exsA,-0.49043382,PA5062,-0.45655534,PA0122,-0.44572502,phnE,-0.39371127,PA1728,-0.45413016,PA1856,-0.44869322,PA4220,-0.52725449,PA1366,-0.34468069,PA3142,-0.37828249,cyoD,-0.39322414,PA3283,-0.53395252,PA3866,-0.46246637,imm2,-0.36975797,PA0467,-0.36402111,PA0979,-0.50943403,PA3436,-0.40555876,PA1530,-0.30694777,hitA,-0.45897926,rplU,-0.35807107,pilG,-0.34486284,PA5333,-0.47690843
bkdB,-0.46690886,PA1699,-0.3624019,cysI,-0.47943842,PA3330,-0.36013495,PA4485,-0.49983608,PA2929,-0.38442949,PA3467,-0.42788295,PA2137,-0.45126468,,,PA0513,-0.3941281,PA2402,-0.34890359,erbR,-0.47852746,edd,-0.34937181,PA2182,-0.37745575,PA4103,-0.37313498,aprD,-0.42234202,PA3530,-0.41523697,nosY,-0.408211,pslG,-0.35666841,dhcA,-0.4667541,PA2401,-0.39968211,eraR,-0.35025704,PA0492,-0.41684536,lecB,-0.56003684,PA2733,-0.47972707,PA4801,-0.46439642,PA0115,-0.4084183,PA1807,-0.66060493,moaA2,-0.41462128,PA1138,-0.49083483,PA0258,-0.45668406,narK1,-0.4467069,PA3907,-0.3939909,PA2024,-0.4548321,potC,-0.44907865,pchA,-0.53388691,pscR,-0.34502801,PA4387,-0.37868161,PA1896,-0.39416419,PA4354,-0.54819273,aroP2,-0.46684014,PA1420,-0.37081556,fdnG,-0.36407103,ftsJ,-0.51603947,PA0079,-0.41210094,PA2987,-0.30723105,pvdJ,-0.45976974,fdhA,-0.35809278,PA1035,-0.34672296,PA1190,-0.47782686
PA0911,-0.46731034,braG,-0.36258983,fadD2,-0.4798353,PA2184,-0.36058238,exsE,-0.50006731,PA4065,-0.38448974,PA3789,-0.43113378,mqoB,-0.45134281,,,PA1810,-0.39532209,pvdG,-0.34890361,PA4191,-0.48250799,pscJ,-0.35052102,PA1728,-0.37792619,PA1854,-0.37483421,rhlA,-0.42340377,PA2554,-0.41557209,PA5357,-0.41326307,aroP2,-0.35675252,PA1322,-0.46933148,PA2437,-0.39992237,nosD,-0.35108423,pilC,-0.41707233,PA1837,-0.56243173,PA2223,-0.4797368,gltR,-0.4711865,PA2192,-0.41032437,plpD,-0.66227373,PA4582,-0.4151816,pscO,-0.49549267,PA1383,-0.45687947,PA0130,-0.44839776,PA2666,-0.39425165,PA3022,-0.45803181,PA4382,-0.44935042,ampC,-0.53745585,PA0367,-0.34639171,rpmF,-0.38020833,PA0046,-0.3986865,pmrB,-0.5551574,PA0616,-0.46824008,rpmG,-0.37262615,pcaF,-0.36720296,vqsM,-0.51885123,flgE,-0.41415314,PA2653,-0.30818765,arnE,-0.45988506,PA3907,-0.35816849,PA2958,-0.34759258,PA2955,-0.47822205
hmgA,-0.4679704,glyA1,-0.36303493,rpmC,-0.48052109,phzD2,-0.36163521,PA1243,-0.50407642,PA0758,-0.3854048,fadH2,-0.43512791,PA4739,-0.4548948,,,liuB,-0.39543638,pvdJ,-0.34920091,PA5024,-0.49218975,PA0215,-0.35145396,PA4080,-0.37901858,PA0276,-0.37580445,PA5395,-0.4260128,PA0541,-0.41583696,PA0442,-0.41351524,PA3518,-0.35830495,PA4133,-0.46990307,PA0434,-0.40032532,PA0697,-0.35144492,nirC,-0.41829428,PA4194,-0.56628452,PA2772,-0.47990483,PA5029,-0.47478124,PA2225,-0.41205562,PA0827,-0.66378326,PA0851,-0.4153832,cobP,-0.49791917,PA3181,-0.45728634,PA0131,-0.44976481,PA0617,-0.39692942,PA0637,-0.45964772,PA1230,-0.45044863,PA4359,-0.54385089,pilY2,-0.34752491,PA1856,-0.38424929,gcvH2,-0.39969945,PA4775,-0.56071876,oprH,-0.47349908,gbuA,-0.37388709,uvrD,-0.36752242,rpsU,-0.53149603,PA4884,-0.4143988,PA3506,-0.30828483,antC,-0.46171406,PA4080,-0.36050247,PA0820,-0.34880745,PA0377,-0.48198722
ptrB,-0.47186633,pcaF,-0.36348195,PA3575,-0.48093536,PA0086,-0.3617775,ligT,-0.5049874,pilX,-0.38617395,PA0634,-0.43678558,PA4817,-0.45511258,,,phoP,-0.39553422,lecA,-0.34923298,PA3932,-0.49712018,PA1853,-0.35172972,oprI,-0.38263193,PA4773,-0.37759093,PA1245,-0.42634513,PA2486,-0.41586302,PA1939,-0.41435285,PA4913,-0.35842051,PA3430,-0.47212095,PA3936,-0.40270175,PA0492,-0.35259193,lldD,-0.41940609,cysA,-0.57110836,PA2731,-0.48015394,PA1045,-0.47629182,PA1509,-0.41303181,PA0171,-0.66490015,PA2955,-0.41629263,pcrG,-0.49887581,PA0692,-0.45769785,PA2506,-0.4499717,arsC,-0.39734732,PA3091,-0.46147703,fepG,-0.45080797,PA4471,-0.5442931,pilW,-0.34948861,vgrG1,-0.38553935,PA2393,-0.40318845,PA1551,-0.56332511,PA0636,-0.47417572,piv,-0.37513925,selB,-0.37146384,atpB,-0.53258496,oprO,-0.41525859,PA1143,-0.30986749,PA1213,-0.46255017,PA5401,-0.36478513,PA3307,-0.35324751,PA0451,-0.48655925
PA0621,-0.47695785,aprA,-0.36364286,nirL,-0.48152777,sodB,-0.3636145,PA3794,-0.50558232,PA3431,-0.38732711,PA0434,-0.43894967,PA3425,-0.45533619,,,PA0525,-0.39559278,PA2456,-0.34930788,metE,-0.49780007,exsB,-0.352377,cbpD,-0.38289328,PA3293,-0.37763539,PA2927,-0.42641047,moaB1,-0.41807768,PA3710,-0.41545643,PA1991,-0.35863569,dhcB,-0.47221589,pchF,-0.40405697,PA2369,-0.35315935,modA,-0.42230275,PA5103,-0.57350168,PA4220,-0.48395244,PA1142,-0.47927136,PA1385,-0.41306948,PA2681,-0.66842216,PA3755,-0.41683757,PA0254,-0.50058005,PA4668,-0.45846728,PA3431,-0.45126151,PA3376,-0.40082276,PA5475,-0.46343138,PA5404,-0.45181331,PA2407,-0.55351666,PA2456,-0.34985578,PA2794,-0.38766241,pvdD,-0.40355402,PA1743,-0.57628423,PA2992,-0.47496492,PA0621,-0.37716202,rtcA,-0.37179326,PA2372,-0.53963985,fptA,-0.41734562,phnA,-0.31287835,PA2222,-0.46315126,PA2682,-0.37129227,PA0643,-0.35365519,PA1542,-0.48953611
PA0643,-0.4779149,gcvH2,-0.36396458,norC,-0.48407436,PA0087,-0.36402069,PA5508,-0.51185059,cyoD,-0.38757742,PA0809,-0.44025184,PA1701,-0.45553472,,,PA2753,-0.39599245,PA3250,-0.34944315,PA2203,-0.49963692,pscT,-0.35317732,PA3187,-0.38430935,popB,-0.37855931,rhlB,-0.42718741,PA4141,-0.41884086,PA0049,-0.41702629,hcp1,-0.36127426,PA4023,-0.47256968,PA1866,-0.40509448,PA0696,-0.35373639,PA2567,-0.42253067,PA0284,-0.5741358,PA0733,-0.48535195,PA3920,-0.49316391,PA1653,-0.41637402,PA4753,-0.67191974,PA1404,-0.41968289,PA1864,-0.54469994,PA2751,-0.45861903,PA1566,-0.45221699,glnD,-0.40145362,lasA,-0.46543313,PA1420,-0.45187314,PA4105,-0.55502358,PA0257,-0.35047635,phnC,-0.38789494,pvdQ,-0.40672437,PA2358,-0.59361716,PA0640,-0.4765676,PA2412,-0.37759955,PA5113,-0.37349076,sdhC,-0.55650905,glpQ,-0.41798578,mucA,-0.31383343,PA2105,-0.46740174,PA1797,-0.37204117,PA3965,-0.35468154,pprA,-0.4904911
PA3498,-0.47846359,pcrH,-0.36450931,PA2330,-0.48412606,fabH2,-0.36613435,PA1960,-0.51222788,PA4171,-0.38757976,PA4773,-0.44149402,PA4290,-0.45617737,,,mucD,-0.39669866,tadA,-0.34951241,PA5481,-0.50172677,exsD,-0.3535121,PA2501,-0.38578159,PA0089,-0.38008604,PA1888,-0.43263505,PA3789,-0.42030952,PA1665,-0.4205751,PA0855,-0.36208561,PA0743,-0.47501008,exbD1,-0.40544972,PA2491,-0.35379142,pilP,-0.42287328,exbB1,-0.57509825,PA4149,-0.49461329,PA5459,-0.49418508,PA0641,-0.42139061,mscL,-0.67434512,PA4877,-0.42377183,pcrR,-0.54557466,PA4869,-0.46019246,phzC2,-0.45293522,PA0620,-0.40179147,glk,-0.46554979,PA0493,-0.45252781,PA2018,-0.55834354,PA4968,-0.35077202,PA5076,-0.38874351,cyoC,-0.40764425,arnC,-0.59882773,PA3334,-0.47686777,PA5527,-0.37874556,PA5093,-0.37557645,pyoS5,-0.56034224,hasAp,-0.42395617,PA3309,-0.31387184,PA2452,-0.47022518,PA3741,-0.37221995,rsaL,-0.35479751,PA0738,-0.49050015
dhcA,-0.47939621,cobN,-0.36485897,cupA1,-0.48982554,kynU,-0.36667852,algL,-0.5134339,PA3578,-0.39024448,PA0753,-0.44563966,pmrA,-0.4607586,,,pvdN,-0.39767688,PA3123,-0.34970324,PA0107,-0.51299013,PA2116,-0.35496255,amiA,-0.38833979,PA3990,-0.38146973,rmf,-0.43642889,fdnH,-0.4205704,opdO,-0.43288563,PA0110,-0.36538415,PA4104,-0.47542399,pfeR,-0.40829997,PA4908,-0.35429545,PA3380,-0.42288482,PA3331,-0.58122186,PA4514,-0.49857908,PA3181,-0.4975858,mucK,-0.42155166,PA4633,-0.67448098,PA2947,-0.4261573,PA4641,-0.5739796,cbpA,-0.46125979,PA1565,-0.45330457,PA0626,-0.40360295,napF,-0.47225131,PA4155,-0.45259183,fumC1,-0.56181735,PA0731,-0.35142968,PA1095,-0.3890578,PA2402,-0.40797745,xenB,-0.60272719,phzB1,-0.47723036,PA2112,-0.38004373,PA5441,-0.37749805,katA,-0.5653705,piv,-0.42398171,PA1866,-0.31564069,PA4222,-0.47585713,mucC,-0.37419876,bfiS,-0.35514338,PA1115,-0.49077948
PA2553,-0.48061415,pscH,-0.36587903,norB,-0.49055323,PA2026,-0.36939034,PA1371,-0.5199725,nhaP,-0.39024915,arnB,-0.44694678,PA4333,-0.46420925,,,PA2393,-0.40010392,gbcA,-0.34992182,coxA,-0.5148682,pscO,-0.35696202,PA4834,-0.3897619,metE,-0.38423287,PA1945,-0.44569168,liuA,-0.42234011,PA4650,-0.43557984,pqsD,-0.36898594,plcR,-0.47923047,fpvA,-0.41172776,nosF,-0.35521771,PA4610,-0.42351033,sbp,-0.595657,PA1369,-0.49953292,PA3184,-0.49840411,PA0631,-0.4219981,PA1663,-0.68033286,PA2187,-0.42745792,PA4685,-0.68841036,PA3845,-0.46280171,PA0526,-0.45422179,PA2881,-0.40460317,PA4103,-0.47504042,PA2662,-0.45400782,PA1560,-0.56196208,PA0015,-0.35212599,PA1030,-0.39027137,toxA,-0.40894098,PA4782,-0.60845303,PA0618,-0.47762042,PA2384,-0.38130965,mdcC,-0.37791325,nrdJa,-0.5772339,plcB,-0.42775137,PA0113,-0.31570933,PA1913,-0.47722888,acpP,-0.37603286,PA3458,-0.35658754,PA2120,-0.49303557
PA0623,-0.48176668,PA4471,-0.3671571,PA0141,-0.49071908,PA0048,-0.37102799,PA5264,-0.52007389,PA0079,-0.39201451,PA0630,-0.45286757,PA1893,-0.46463426,,,PA4659,-0.40156749,aer2,-0.35031182,PA3277,-0.52067421,atsA,-0.35933469,PA2262,-0.39074886,popD,-0.38430546,PA1096,-0.44627146,PA2811,-0.42421002,PA2116,-0.43620193,pchA,-0.36943524,PA0746,-0.48116114,PA0929,-0.41509825,glpF,-0.35535688,plcN,-0.42913265,phzB1,-0.59793716,PA0647,-0.50021597,PA0034,-0.50361349,PA0715,-0.42232565,PA5085,-0.68089722,PA3231,-0.42899633,,,PA1355,-0.46303047,cifR,-0.4579737,PA2358,-0.40464126,mucA,-0.47701912,PA1322,-0.45435281,sodM,-0.56267529,PA1308,-0.35267082,PA1298,-0.39148623,exoY,-0.41165334,norB,-0.61073335,PA3756,-0.47857481,PA1372,-0.38377858,murG,-0.3831015,PA0968,-0.58299449,hcnA,-0.42921626,PA2154,-0.31676831,PA3189,-0.47791876,PA4965,-0.37955557,PA3278,-0.3582935,PA0910,-0.49384371
bkdA2,-0.48836119,PA2564,-0.36869483,metY,-0.49276981,catC,-0.37391895,PA1370,-0.52009548,cysA,-0.39407983,PA1560,-0.45294081,PA3236,-0.46502288,,,PA2459,-0.40427623,PA2882,-0.35032423,gdhA,-0.52585471,PA3720,-0.35992444,PA3181,-0.39082561,PA1212,-0.3843936,rsaL,-0.44821724,sodM,-0.42425231,PA3379,-0.43751404,rtcA,-0.37074264,PA2262,-0.48572383,phuR,-0.41745732,PA5460,-0.35536836,opdO,-0.43201056,PA3332,-0.60475479,PA0264,-0.51192705,PA4817,-0.50715264,vqsM,-0.42379561,ibpA,-0.68271449,pilA,-0.43284574,,,PA1389,-0.46449213,nosL,-0.46382114,PA3905,-0.40473509,PA0614,-0.47940722,PA0521,-0.45443167,pvdP,-0.56594693,PA3278,-0.35444736,PA1096,-0.39546821,apaH,-0.41232517,eraS,-0.61721059,PA4690,-0.48136292,kdpB,-0.38393288,PA1616,-0.39035065,rpmC,-0.58343807,PA5233,-0.43413814,PA2704,-0.31696385,PA2224,-0.47909933,PA4072,-0.38553073,PA2577,-0.35998388,fleR,-0.49407714
PA1244,-0.4904447,aroP2,-0.36996623,PA1897,-0.49284549,chiC,-0.37595374,PA1365,-0.52164842,PA3443,-0.39677571,PA1491,-0.45433623,glcB,-0.46562484,,,arcC,-0.40578495,PA2433,-0.35068471,aprE,-0.52647847,pcrD,-0.36044498,phzG2,-0.39414004,fabH2,-0.38457108,PA2047,-0.45204828,pasP,-0.42528702,PA1819,-0.43831138,acsB,-0.37153066,PA3568,-0.48610228,PA5534,-0.41842979,fruA,-0.35550208,PA0688,-0.43207432,PA3931,-0.60813138,PA2459,-0.51373069,PA0323,-0.51027827,PA3949,-0.42476765,fiuA,-0.68377724,lasB,-0.43461966,,,PA0215,-0.4650017,phnA,-0.47181368,PA0680,-0.40516102,PA0588,-0.4816131,PA4223,-0.45494971,PA2452,-0.56629668,bfmS,-0.35457206,PA3722,-0.39939418,pldA,-0.41625285,glpD,-0.61998111,PA5062,-0.48207009,PA3012,-0.38484105,PA4222,-0.391655,wbpH,-0.59272415,PA2780,-0.43673527,PA5246,-0.31797305,PA1369,-0.48613943,PA0805,-0.38566633,PA1297,-0.36047927,mraY,-0.49526364
PA0910,-0.49171459,PA0616,-0.374201,nuoD,-0.49335151,PA0855,-0.37751165,wzx,-0.52433282,clpV1,-0.3975627,PA0842,-0.45575685,PA3233,-0.46681187,,,PA2485,-0.40620517,PA1041,-0.35100227,leuC,-0.52697815,PA2324,-0.36294323,PA1063,-0.40021006,PA3520,-0.38707465,PA2370,-0.45205932,norC,-0.42678422,nosZ,-0.43924286,PA1894,-0.37275346,sodM,-0.48708078,PA1109,-0.41852616,PA1831,-0.35695219,adhA,-0.43352398,PA4129,-0.60861398,PA2460,-0.51825389,PA5024,-0.51327755,PA0497,-0.42626056,PA5436,-0.68756008,katN,-0.43805288,,,wbpH,-0.46701771,pqsE,-0.47449107,PA3283,-0.4076051,PA3017,-0.48601511,PA0340,-0.45694921,PA4218,-0.56815375,hpd,-0.35471936,PA3368,-0.39967733,PA1894,-0.41929205,PA2813,-0.62380691,aguR,-0.48506078,wbpJ,-0.38518927,PA4991,-0.39774716,PA4746,-0.59872976,PA4772,-0.43763815,PA4018,-0.31833352,PA1372,-0.48860665,PA1811,-0.38783692,PA4610,-0.36258643,PA0220,-0.51036949
PA0645,-0.49727411,PA2411,-0.37509394,PA2381,-0.49451824,acnA,-0.3791447,PA2228,-0.52902522,rpsN,-0.39922363,opdO,-0.45587427,glcD,-0.4698025,,,PA3890,-0.40666278,pvdF,-0.35150334,PA2204,-0.52829274,PA3208,-0.36546348,braG,-0.40227424,PA1548,-0.38771228,coxA,-0.45273274,cueR,-0.42756551,PA0716,-0.44414418,PA5082,-0.37371334,PA2552,-0.48771428,PA2062,-0.42230093,PA0688,-0.35999272,PA0683,-0.43538203,pqsE,-0.62161515,pyoS5,-0.51915278,ahpF,-0.51393447,PA0574,-0.43011036,PA1284,-0.68898086,PA2138,-0.43911079,,,PA0716,-0.46804166,phzA1,-0.47471557,PA0614,-0.4085815,PA5546,-0.48707863,hasD,-0.45807071,pchF,-0.57629777,PA4033,-0.35500178,PA1076,-0.40050154,PA4757,-0.4208027,PA1559,-0.62579896,PA0910,-0.48704634,wbpA,-0.38790198,PA3212,-0.39853925,PA0442,-0.60301345,thiC,-0.43868895,PA3908,-0.31844469,PA2401,-0.49072854,PA5458,-0.38875874,PA3398,-0.36426718,PA2026,-0.51439223
PA0627,-0.50030838,PA2533,-0.37516751,PA1746,-0.4963556,PA2069,-0.38117817,wbpG,-0.536976,PA5116,-0.39982965,PA0640,-0.45597677,PA2171,-0.4727977,,,PA1137,-0.40689967,pvdL,-0.35239857,PA3906,-0.53367328,potA,-0.36566217,PA2667,-0.40630662,PA1856,-0.39016359,PA4648,-0.45442835,narK2,-0.43130806,PA2068,-0.44504897,pqsC,-0.37386951,PA0808,-0.48824643,PA4774,-0.42297479,PA2371,-0.36034168,ccoP2,-0.436092,PA4193,-0.62360853,PA2735,-0.52051102,PA3519,-0.51481087,PA0634,-0.4302404,PA3071,-0.69187334,mdcA,-0.44114529,,,PA2161,-0.46928262,phzE2,-0.47526788,sbp,-0.40925289,PA4523,-0.48885649,hasR,-0.45866965,PA2406,-0.57703303,bioD,-0.35604697,PA5437,-0.40157421,PA1089,-0.42281404,PA1797,-0.6289215,PA4380,-0.48913682,PA3370,-0.38894688,PA4916,-0.40229617,sdhB,-0.62094598,PA3369,-0.44200213,PA0690,-0.31993796,PA0642,-0.49590191,rpmB,-0.38961627,PA0633,-0.36438325,PA5250,-0.53055287
